word	Yiddish-yi	emotion	emotion-intensity-score
superstitious	superstitious	fear	0.531
stormy	stormy	fear	0.531
shaking	שאַקינג	fear	0.531
unstable	אַנסטייבאַל	fear	0.531
suspense	שפּאַנונג	fear	0.529
blood	בלוט	fear	0.525
hiding	באַהאַלטן	fear	0.524
bear	בער	fear	0.524
unlawful	אַנלאָפאַל	fear	0.519
crazy	משוגע	fear	0.519
cult	cult	fear	0.518
anxious	anxious	fear	0.518
deportation	deportation	fear	0.517
captive	געפאַנגענער	fear	0.517
shriek	shriek	fear	0.516
sorcery	sorcery	fear	0.516
grievous	שווער	fear	0.516
chased	נאָכיאָגן	fear	0.516
detainee	detainee	fear	0.516
palsy	palsy	fear	0.516
intolerance	ינטאָלעראַנס	fear	0.516
growl	וואַקסן	fear	0.516
sting	sting	fear	0.516
plunder	באַראַבעווען	fear	0.516
fang	NO TRANSLATION	fear	0.516
unthinkable	ונהינקאַבלע	fear	0.516
smite	שלאָגן	fear	0.516
suspect	כאָשעד	fear	0.516
pernicious	שעדלעך	fear	0.516
enforce	דורכפירן	fear	0.516
embolism	עמבאָוליזאַם	fear	0.516
helplessness	helplessness	fear	0.516
harshness	האַרשנעסס	fear	0.516
oppress	דריקן	fear	0.516
exile	עקסייל	fear	0.516
foreboding	פאָרבאָדדינג	fear	0.516
relapse	רעצידיוו	fear	0.516
robber	ראַבער	fear	0.516
biopsy	ביאָפּסי	fear	0.516
emaciated	ויסמעסטונג	fear	0.516
incite	incite	fear	0.516
troublesome	טראַבאַלסאַם	fear	0.516
busted	בוסטעד	fear	0.516
darkness	פינצטערניש	fear	0.516
insidious	ינסידיאַס	fear	0.516
plight	plight	fear	0.516
exacerbation	יגזאַסערמאַנט	fear	0.516
revulsion	רעוואַלוששאַן	fear	0.516
badfeeling	NO TRANSLATION	fear	0.516
conspirator	קאָנספּיראַטאָר	fear	0.516
depression	דעפּרעסיע	fear	0.508
confinement	קאַנפיינמאַנט	fear	0.507
downfall	פאַלן אַראָפּ	fear	0.500
alcoholism	אַלקאַכאָליזאַם	fear	0.500
towering	towering	fear	0.500
blob	בלאָב	fear	0.500
eeeek	NO TRANSLATION	fear	0.500
instability	ינסטאַביליטי	fear	0.500
prohibited	פארבראכט	fear	0.500
brute	ברוט	fear	0.500
suppress	פאַרשטיין	fear	0.500
infarct	ינפאַרקט	fear	0.500
snowmageddon	סנאָוומאַגעדדאָן	fear	0.500
hunting	גייעג	fear	0.500
wasp	וועספּ	fear	0.500
cliff	cliff	fear	0.500
frenetic	פרענעטיק	fear	0.500
squeamish	סקווימיש	fear	0.500
mistrust	מיסטראַסט	fear	0.500
raving	ראַווינג	fear	0.500
premeditated	premeditated	fear	0.500
intolerant	intolerant	fear	0.500
subvert	יבערקערן	fear	0.500
illegal	illegal	fear	0.500
scalpel	סקאַלפּעל	fear	0.500
vertigo	ווערטיגאָו	fear	0.500
madden	מאַדדען	fear	0.500
odious	odious	fear	0.500
ruined	צעשטערן	fear	0.500
constraint	קאָנסטראַסט	fear	0.500
suppression	סאַפּרעשאַן	fear	0.500
defiance	צרה	fear	0.500
prayforme	דאַוונען פֿאַר מיר	fear	0.500
surrender	אַרויסגעבן	fear	0.500
sinful	זינדיק	fear	0.500
woe	וויי	fear	0.491
perjury	perjury	fear	0.484
worse	ערגער	fear	0.484
syringe	שפּריץ	fear	0.484
canthandleit	NO TRANSLATION	fear	0.484
defamation	דיפאַמיישאַן	fear	0.484
cutting	קאַטינג	fear	0.484
warrior	וואָריער	fear	0.484
restriction	restriction	fear	0.484
indefensible	indefensible	fear	0.484
palpitations	פּאַלפּיטיישאַנז	fear	0.484
retard	ריטאַרדאַנט	fear	0.484
lash	לאַש	fear	0.484
flinch	פלינק	fear	0.484
lion	לייב	fear	0.484
ravine	שפּייַכלער	fear	0.484
cracked	קראַקט	fear	0.484
shiver	שיווער	fear	0.484
insecurity	ינסיקיוריטי	fear	0.484
rat	שטשור	fear	0.484
ohno	אוי ניין	fear	0.484
fiend	fiend	fear	0.484
jumpy	jumpy	fear	0.484
hallucination	כאַלוסאַניישאַן	fear	0.484
poaching	poaching	fear	0.484
dishonor	dishonor	fear	0.484
dismay	דיסייבאַל	fear	0.484
accusing	אַקיוזינג	fear	0.484
ambulance	אַמבולאַנס	fear	0.484
sonervous	NO TRANSLATION	fear	0.484
divorce	div	fear	0.484
ravenous	רייוואַן	fear	0.484
disgusting	עקלדיק	fear	0.484
rabble	rabble	fear	0.484
slam	slam	fear	0.484
hospital	שפּיטאָל	fear	0.484
coerce	קאָמערס	fear	0.484
endemic	endemic	fear	0.484
prejudiced	prejudiced	fear	0.484
blackness	שווארצע	fear	0.484
armor	פאנצער	fear	0.484
worrying	זאָרג	fear	0.484
indictment	indictment	fear	0.484
hate	האַס	fear	0.484
freakish	פריילעך	fear	0.484
hearse	הערן	fear	0.484
intrusion	ינטרוזשאַן	fear	0.484
inspection	דורכקוק	fear	0.483
sinner	זינדיקער	fear	0.483
averse	Averse	fear	0.483
missing	פעלנדיק	fear	0.474
despairing	despairing	fear	0.474
darken	דאַרקאַן	fear	0.471
austere	שטרענג	fear	0.470
animosity	אַנימאָסיטי	fear	0.469
fret	fret	fear	0.469
fever	היץ	fear	0.469
illegality	יליגאַליטי	fear	0.469
accused	אָנגעקלאָגט	fear	0.469
criticize	קריטיקירן	fear	0.469
scrapie	scrapie	fear	0.469
jaws	דזשאָז	fear	0.469
depressed	דערשלאָגן	fear	0.469
armored	אַרמערד	fear	0.469
indict	אָנווייַזן	fear	0.469
aftermath	aftermath	fear	0.469
precipice	שנאָבל	fear	0.469
regime	רעזשים	fear	0.469
fierce	האַרט	fear	0.469
breakdown	breakdown	fear	0.469
quiver	quiver	fear	0.469
admonition	ווארענונג	fear	0.469
foreclose	פאָרקלאָוזשער	fear	0.469
revoke	אָפּרוף	fear	0.469
superstition	superstition	fear	0.469
overwhelmed	אָוווערכוועלמד	fear	0.469
subversion	סובווערסיאָן	fear	0.469
idolatry	יידאַלאַטרי	fear	0.469
asteroid	אַסטערויד	fear	0.469
toothache	ציינווייטיק	fear	0.469
inmate	ינמייט	fear	0.469
decomposition	דיקאַמפּאָוזישאַן	fear	0.469
sinking	sinking	fear	0.469
intrusive	ינטרוסיוו	fear	0.469
soulless	סאָוללאַס	fear	0.469
infidelity	infidelity	fear	0.469
nervous	נערוועז	fear	0.469
thresh	טהרעעס	fear	0.469
startle	ויספאַל	fear	0.469
unhealthy	אַנכעלטי	fear	0.469
spear	spear	fear	0.468
nasty	nasty	fear	0.466
worried	באַזאָרגט	fear	0.466
puma	פּומאַ	fear	0.465
thirteenth	thirteenth	fear	0.465
contraband	קאָנטראַבאַנדע	fear	0.464
insecure	ינסאַקיער	fear	0.461
disturbance	שטערונג	fear	0.459
denunciation	דינאַסטי	fear	0.456
stigma	סטיגמאַ	fear	0.455
destitute	פאַרטיידיקונג	fear	0.455
powerfully	powerfully	fear	0.454
penalty	שטראָף	fear	0.453
derogatory	derogatory	fear	0.453
spasm	ספּאַזמע	fear	0.453
illicit	יליסיט	fear	0.453
dinosaur	דיינאַסאָר	fear	0.453
disruption	שטערונג	fear	0.453
lockup	פאַרשליסן	fear	0.453
restrain	האַלטן	fear	0.453
rifle	ביקס	fear	0.453
disreputable	דיסריבוטאַבלע	fear	0.453
omgomgomg	NO TRANSLATION	fear	0.453
ohgod	NO TRANSLATION	fear	0.453
warn	וואָרענען	fear	0.453
quandary	quandary	fear	0.453
resisting	רעספּעקטעד	fear	0.453
rigor	שטרענגקייַט	fear	0.453
stranger	פרעמדער	fear	0.453
penal	פּינאַל	fear	0.453
grope	גראַפּ	fear	0.453
scold	scold	fear	0.453
orphan	orphan	fear	0.453
resign	רעזיגנירן	fear	0.453
hydrocephalus	hydrocephalus	fear	0.453
shrill	שרעק	fear	0.453
howl	כאַול	fear	0.453
unspeakable	unspeakable	fear	0.453
wail	wail	fear	0.453
straits	סטרייץ	fear	0.453
indoctrination	indoctrination	fear	0.453
apprehension	ופמערקזאַמקייט	fear	0.453
batter	טייג	fear	0.453
arraignment	arraignment	fear	0.450
urgent	דרינגלעך	fear	0.450
tramp	טראַמפּ	fear	0.440
stress	דרוק	fear	0.439
behemoth	behemoth	fear	0.439
dominate	dominate	fear	0.438
targeting	targeting	fear	0.438
broke	צעבראכן	fear	0.438
looming	looming	fear	0.438
tribunal	tribunal	fear	0.438
debacle	דעבאַקאַל	fear	0.438
forfeiture	פֿאַרמאַכט	fear	0.438
dislocated	dislocated	fear	0.438
infirmity	infirmity	fear	0.438
impermeable	ימפּערמעאַבלע	fear	0.438
predicament	סיבה	fear	0.438
falter	פאַלטער	fear	0.438
displaced	displaced	fear	0.438
concealed	hidden	fear	0.438
illegitimate	illegitimate	fear	0.438
unprepared	אַנפּריפּערד	fear	0.438
scarcity	יאַקרעס	fear	0.438
wince	wince	fear	0.438
mace	מער	fear	0.438
expel	אַרויסטרייַבן	fear	0.438
aghhh	NO TRANSLATION	fear	0.438
obstruct	שטערן	fear	0.438
coldsweat	NO TRANSLATION	fear	0.438
stripped	אויסגעטוען	fear	0.438
dentists	dentists	fear	0.438
irreconcilable	ירעקאַנסאַמאַבאַל	fear	0.438
bewildered	bewildered	fear	0.438
indomitable	ינדאָמיטאַבלע	fear	0.438
rheumatism	רומאַטיזאַם	fear	0.438
accidental	אַקסאַדענטאַל	fear	0.438
prick	שטאָך	fear	0.438
entangled	entangled	fear	0.438
atrophy	אַטראָפי	fear	0.438
asp	asp	fear	0.438
perverse	perverse	fear	0.438
cabal	קאַדאַל	fear	0.438
yell	יעלל	fear	0.438
gasping	גאַספּינג	fear	0.438
probation	פּראָבאַטיאָן	fear	0.438
accuser	אַקיוזער	fear	0.438
insulting	ינסאַלטינג	fear	0.435
mysterious	מיסטעריעז	fear	0.435
halting	halting	fear	0.435
rebels	rebels	fear	0.435
repulsion	רעפּולסיאָן	fear	0.431
glare	glare	fear	0.430
punitive	punitive	fear	0.425
sordid	sordid	fear	0.425
stake	פלעקל	fear	0.423
tempest	tempest	fear	0.423
ultimatum	ולטימאַטום	fear	0.422
reticent	רעטיסענט	fear	0.422
bayonet	בייאָנעט	fear	0.422
depresson	NO TRANSLATION	fear	0.422
suspension	סאַספּענשאַן	fear	0.422
lament	קלאָג	fear	0.422
burdensome	שוועריקייט	fear	0.422
bier	NO TRANSLATION	fear	0.422
thumping	טאַמפּינג	fear	0.422
coyote	קויאָטע	fear	0.422
deleterious	דילידעראַס	fear	0.422
dissident	דיססידענט	fear	0.422
varicella	varicella	fear	0.422
wilderness	מדבר	fear	0.422
delusion	דילוזשאַן	fear	0.422
bigot	bigot	fear	0.422
unsteady	ונסטעאַדי	fear	0.422
stresses	סטרעסיז	fear	0.422
offense	טויט	fear	0.422
heathen	heathen	fear	0.422
prowl	prowl	fear	0.422
troll	troll	fear	0.422
infamous	פאַרנאַנט	fear	0.422
disappear	פאַרשווינדן	fear	0.422
depress	דעפּרעסיע	fear	0.422
publicspeaking	NO TRANSLATION	fear	0.422
unnatural	ומנאַטירלעך	fear	0.422
usurped	usurped	fear	0.422
steal	גנבענען	fear	0.422
anathema	anathema	fear	0.422
fainting	פיינטינג	fear	0.422
alien	פרעמד	fear	0.422
extrajudicial	extrajudicial	fear	0.422
stressin	NO TRANSLATION	fear	0.422
hydra	hydra	fear	0.422
adversity	ומגליק	fear	0.418
ineptitude	ונעפּטיטודע	fear	0.417
outsider	outsider	fear	0.413
ugliness	מיעס	fear	0.410
vulture	ווולטורע	fear	0.410
immoral	וממאָראַליש	fear	0.410
scar	scar	fear	0.406
stressful	stressful	fear	0.406
screech	screech	fear	0.406
wary	wary	fear	0.406
disgust	עקל	fear	0.406
stressing	סטרעסינג	fear	0.406
deport	deport	fear	0.406
nausea	עקל	fear	0.406
resection	רעסעעקטיאָן	fear	0.406
blackout	blackout	fear	0.406
disallowed	דיסאַלאָוז	fear	0.406
insolvent	ינסאַלוואַנט	fear	0.406
dismissal	דיסמיסאַל	fear	0.406
omnipotence	אַמניפּאַטאַנס	fear	0.406
possession	פאַרמעגן	fear	0.406
tearful	tearful	fear	0.406
disorder	disorder	fear	0.406
squall	סקוואָל	fear	0.406
dominant	דאָמינאַנט	fear	0.406
disabled	פאַרקריפּלט	fear	0.406
drones	דראָנעס	fear	0.406
recklessness	ראַקלאַסנאַס	fear	0.406
escape	אַנטלויפן	fear	0.406
distressed	distressed	fear	0.406
claw	קראָל	fear	0.406
stretcher	סטרעטשער	fear	0.406
ohdear	NO TRANSLATION	fear	0.406
penance	פּענאַנס	fear	0.406
weakly	שוואַך	fear	0.406
rubble	בויברעך	fear	0.406
whimper	whimper	fear	0.406
ghetto	געטאָ	fear	0.406
socialism	סאָציאַליזם	fear	0.405
conspiracy	קאַנספּיראַסי	fear	0.400
toughness	טאַפנאַס	fear	0.400
defection	דעפעקציע	fear	0.398
absence	absence	fear	0.396
moan	מאָון	fear	0.394
crusade	קרייצצוג	fear	0.392
radon	radon	fear	0.391
lose	פאַרלירן	fear	0.391
exigent	NO TRANSLATION	fear	0.391
dubious	dubious	fear	0.391
unemployed	אַרבעטלאָז	fear	0.391
reject	אָפּוואַרפן	fear	0.391
excitation	excitation	fear	0.391
xanax	xanax	fear	0.391
stifled	סטיפלעד	fear	0.391
scarecrow	סקאַרעקראָוו	fear	0.391
concealment	concealment	fear	0.391
conquer	קאַנגקער	fear	0.391
discrimination	דיסקרימינאציע	fear	0.391
diagnosis	דיאַגנאָסיס	fear	0.391
whatdoido	NO TRANSLATION	fear	0.391
snare	סנער	fear	0.391
separation	צעשיידונג	fear	0.391
overt	אָפט	fear	0.391
urgency	ערדזשאַנסי	fear	0.391
musket	musket	fear	0.391
unrest	ומרויקייַט	fear	0.391
descent	אַראָפּגאַנג	fear	0.391
avoiding	avoiding	fear	0.391
cyst	סיסט	fear	0.391
gulp	gulp	fear	0.391
procedure	פּראָצעדור	fear	0.391
submission	סאַבמישאַן	fear	0.391
hardened	פאַרגליווערט	fear	0.391
refutation	ווייץ	fear	0.391
repellent	אָפּטרייַביק	fear	0.391
cleave	קלעאַווע	fear	0.391
suspicion	חשד	fear	0.391
poverty	אָרעמקייַט	fear	0.391
nervy	NO TRANSLATION	fear	0.391
insolvency	ינסאַלוואַנסי	fear	0.391
mental	גייַסטיק	fear	0.391
theocratic	טעאקראטישע	fear	0.391
spaz	spaz	fear	0.391
brimstone	שוועבל	fear	0.391
throb	טהראָב	fear	0.388
outcast	ויסזאָגונג	fear	0.388
orc	orc	fear	0.388
disapprove	יבערמאַכן	fear	0.380
dontpanic	דאָנטפּאַניק	fear	0.378
plea	plea	fear	0.377
withdrawals	וויטהדראַוואַלז	fear	0.377
pressure	דרוק	fear	0.375
grieve	טרויערן	fear	0.375
frigate	frigate	fear	0.375
kerosene	kerosene	fear	0.375
nauseous	נויזאַס	fear	0.375
khan	khan	fear	0.375
expose	ויסשטעלן	fear	0.375
ocd	אָקד	fear	0.375
sneaking	סנייקינג	fear	0.375
embarrassment	ימבעראַסינג	fear	0.375
bankrupt	באַנגקראַפּט	fear	0.375
dissolution	dissolution	fear	0.375
dentistry	דעניסטרי	fear	0.375
edict	edict	fear	0.375
bunker	בונקער	fear	0.375
antsy	antsy	fear	0.375
chasm	chasm	fear	0.375
escaped	אנטרונען	fear	0.375
whirlpool	ווהירלפּאָאָל	fear	0.375
interrogate	ויספרעגן	fear	0.375
psychological	פסיכאלאגישן	fear	0.375
obligor	פארפליכטונג	fear	0.375
misconception	מיסקאַנסעפּשאַן	fear	0.375
military	מיליטעריש	fear	0.375
suspected	סאַספּעקטיד	fear	0.375
locust	הערשן	fear	0.375
mentalhealth	NO TRANSLATION	fear	0.375
bad	שלעכט	fear	0.375
coldness	קאַלטקייט	fear	0.375
taunt	טייטל	fear	0.375
obi	אָבי	fear	0.375
flu	פלו	fear	0.375
barricade	באַרריקאַדע	fear	0.375
chimera	chimera	fear	0.375
sultan	sultan	fear	0.375
repellant	ריפּעלאַנט	fear	0.373
unknown	unknown	fear	0.369
pare	NO TRANSLATION	fear	0.367
jealousy	קנאה	fear	0.365
mug	באַפאַלן	fear	0.359
consternation	קאָנסטערניישאַן	fear	0.359
rebel	בונטאַר	fear	0.359
conquest	קאָנקוועסט	fear	0.359
mournful	טרויעריק	fear	0.359
concerned	זארגן	fear	0.359
mandamus	mandamus	fear	0.359
onedge	אָנעדגע	fear	0.359
recurring	ריפּערינג	fear	0.359
jaundice	דזשאָנדאַס	fear	0.359
sectarian	סעקטאַנטיש	fear	0.359
desert	מדבר	fear	0.359
cur	cur	fear	0.359
difficult	שווער	fear	0.359
stint	stint	fear	0.359
sortie	NO TRANSLATION	fear	0.359
dart	דאַרט	fear	0.359
spike	ספּייק	fear	0.359
timid	timid	fear	0.359
wasting	ווייסטינג	fear	0.359
bottomless	bottomless	fear	0.359
warned	געווארנט	fear	0.359
protestant	פּראָטעסטאַנט	fear	0.359
contempt	בעכעסקעם	fear	0.359
exam	exam	fear	0.359
depreciation	דיפּרישייישאַן	fear	0.359
anomaly	anomaly	fear	0.359
rejects	אָפּלייקענונג	fear	0.359
pessimism	פּעסימיזם	fear	0.359
revolution	רעוואָלוציע	fear	0.359
formidable	ביליק	fear	0.359
burke	burke	fear	0.359
cautionary	cautionary	fear	0.359
headaches	כעדייקס	fear	0.359
bankruptcy	באַנקראָט	fear	0.359
government	רעגירונג	fear	0.359
measles	מיזלעס	fear	0.359
languishing	לאַנגגווישינג	fear	0.358
constrain	קאָנסטריין	fear	0.358
bane	bane	fear	0.356
impeach	impeach	fear	0.354
warden	warden	fear	0.354
adverse	אַדווערס	fear	0.352
lawyer	אדוואקאט	fear	0.349
libel	ליליע	fear	0.348
retrenchment	ריטרענטשמענט	fear	0.345
imminent	אָט-אָט	fear	0.345
unjustifiable	אומגערעכט	fear	0.344
knell	קלאָץ	fear	0.344
contentious	פרום	fear	0.344
opposed	קעגן	fear	0.344
shame	שאַנד	fear	0.344
avoidance	avoidance	fear	0.344
resistant	קעגנשטעליק	fear	0.344
discipline	דיסציפּלין	fear	0.344
defy	אַנטקעגנשטעלנ זיך	fear	0.344
belittle	יבעריק	fear	0.344
fanaticism	פאַנאַטיסיזאַם	fear	0.344
bearish	בערזע טראַדינג קאָנקלוסיאָן: bearish	fear	0.344
opium	אָפּיום	fear	0.344
sorrow	טרויער	fear	0.344
mri	mri	fear	0.344
shaky	שאַקי	fear	0.344
hiss	כיס	fear	0.344
loneliness	עלנטינעסס	fear	0.344
swerve	swerve	fear	0.344
taboo	טאַבו	fear	0.344
reckless	ניט באַטראַכט	fear	0.344
obstacle	שטערונג	fear	0.344
launches	לאָנטשיז	fear	0.344
aaaaaaah	אַאַאַאַאַאַאַה	fear	0.344
verdict	ווערדיק	fear	0.344
servile	servile	fear	0.344
hesitation	hesitation	fear	0.344
evade	ויסמיידן	fear	0.344
recession	ריסעשאַן	fear	0.344
eel	על	fear	0.344
shortage	דוחק	fear	0.344
pest	אָנשיקעניש	fear	0.344
cutter	קאַטער	fear	0.344
psych	psych	fear	0.344
parachute	פּאַראַשוט	fear	0.344
disrespectful	דיסריספּעקטפאַל	fear	0.343
phalanx	phalanx	fear	0.342
creature	creature	fear	0.340
mortgage	היפּאָטעק	fear	0.331
specter	ספּעקטער	fear	0.331
enigmatic	עניגמאַטיק	fear	0.329
caution	אָפּגעהיט	fear	0.328
police	פּאָליצייַ	fear	0.328
shank	שאַנק	fear	0.328
undesirable	ונדעסיראַבלע	fear	0.328
shutdown	שאַטדאַון	fear	0.328
dike	NO TRANSLATION	fear	0.328
subordinate	סאַבאָרדאַנייט	fear	0.328
gametime	gametime	fear	0.328
remove	אַראָפּנעמען	fear	0.328
smut	smut	fear	0.328
spillin	NO TRANSLATION	fear	0.328
mishap	mishap	fear	0.328
loom	לאָם	fear	0.328
supremacy	supremacy	fear	0.328
unlucky	שלימאַזלדיק	fear	0.328
quash	קוואַש	fear	0.328
hives	כייווז	fear	0.328
wimp	וואַמפּ	fear	0.328
gladiator	גלאַדיאַטאָר	fear	0.328
feeling	געפיל	fear	0.328
dominion	דאָמיניאָן	fear	0.328
encumbrance	encumbrance	fear	0.328
adrift	שעדיקן	fear	0.328
defendant	פארטיידיקט	fear	0.328
outpost	אויסדריקן	fear	0.328
uhoh	NO TRANSLATION	fear	0.328
senseless	ומזיניק	fear	0.328
wrongly	wrongly	fear	0.328
bugaboo	בוגאַבאָאָ	fear	0.328
weirdo	weirdo	fear	0.328
ethereal	אָוטערס	fear	0.328
scarce	קנאַפּ	fear	0.327
unsettled	ומבאַפלעקט שטאָל	fear	0.327
antisocial	אַנטיסאָסיאַל	fear	0.324
astray	astray	fear	0.320
vigilant	ווידזשאַלאַנט	fear	0.319
socialist	socialist	fear	0.318
halter	האַלטער	fear	0.318
pessimist	פּעסימיסט	fear	0.317
pacing	פּייסינג	fear	0.316
opponent	קעגנער	fear	0.312
discontinuity	דיסקאַנטיניאַטיטי	fear	0.312
conspire	קאָנקווער	fear	0.312
trickery	טריקערי	fear	0.312
obsessing	obsessing	fear	0.312
seclusion	סיקלוציע	fear	0.312
whirlwind	whirlwind	fear	0.312
unexpected	אומגעריכט	fear	0.312
ahhhhhhhh	NO TRANSLATION	fear	0.312
cram	cram	fear	0.312
collusion	collusion	fear	0.312
muzzle	פּיס	fear	0.312
blight	בלייט	fear	0.312
foreigner	פרעמדער	fear	0.312
chargeable	באַשולדיקן	fear	0.312
laxative	לאַקסאַטיוו	fear	0.312
clinical	קליניש	fear	0.312
dentist	ציינדאָקטער	fear	0.312
therapist	טעראַפּיסט	fear	0.312
deadline	טערמין	fear	0.312
bewilderment	bewilderment	fear	0.312
litigate	ליטאַגייט	fear	0.312
nether	נידעריקער	fear	0.312
thorny	טאָרני	fear	0.312
valium	valium	fear	0.312
powerful	שטאַרק	fear	0.312
uneasy	ומזעיק	fear	0.312
unkind	ונקינד	fear	0.312
ordnance	אָרדאַנאַנס	fear	0.312
wimpy	וואַמפּי	fear	0.312
overthinking	איבער טראכטן	fear	0.309
doubts	צווייפל	fear	0.308
seriousness	ערנסטקייט	fear	0.305
irrational	יראַשאַנאַל	fear	0.305
erase	erase	fear	0.303
teasing	טיזינג	fear	0.303
razor	רייזער	fear	0.303
sweating	סוועטינג	fear	0.298
reluctant	רילאַקטאַנט	fear	0.297
mage	מאַגע	fear	0.297
crouching	קראָוטשינג	fear	0.297
warning	ווארענונג	fear	0.297
endless	אָנ אַ סאָף	fear	0.297
adjudicate	באַשטעטיקן	fear	0.297
bale	bale	fear	0.297
inflation	ינפלאַציע	fear	0.297
giant	ריז	fear	0.297
auditor	אַקאַונטאַנט	fear	0.297
medical	מעדיציניש	fear	0.297
swamp	זומפּ	fear	0.297
bitch	bitch	fear	0.297
mislead	mislead	fear	0.297
weighty	weighty	fear	0.297
avoid	ויסמייַדן	fear	0.297
depreciated	דיפּרישיייטיד	fear	0.297
flounder	פלייווערד	fear	0.297
deflation	דעפלאַציע	fear	0.297
unsurpassed	אַנסערפּאַסט	fear	0.297
dashed	dashed	fear	0.297
hide	hide	fear	0.297
timidity	טיפקייַט	fear	0.297
deluge	מאַזלדיק	fear	0.287
disinformation	דיסינפאָרמאַטיאָן	fear	0.286
court	הויף	fear	0.284
aversion	aversion	fear	0.283
hurryup	NO TRANSLATION	fear	0.281
unfriendly	unfriendly	fear	0.281
remains	בלייבט	fear	0.281
discourage	דיסקערידזש	fear	0.281
cautious	אָפּגעהיט	fear	0.281
oncoming	אָנקאַמינג	fear	0.281
flying	פליענדיק	fear	0.281
mistaken	טעות	fear	0.281
swelling	swelling	fear	0.281
dwarfed	dwarfed	fear	0.281
surveillance	סערוויילאַנס	fear	0.281
apache	אַפּאַטשי	fear	0.281
rush	קאַמיש	fear	0.281
yelp	yelp	fear	0.281
cartridge	פּאַטראָן	fear	0.281
fortress	פעסטונג	fear	0.281
bigoted	bigoted	fear	0.281
notready	נישט גרייט	fear	0.281
challenge	challenge	fear	0.281
submitting	סאַבמיטינג	fear	0.281
wan	NO TRANSLATION	fear	0.281
confusion	confusion	fear	0.281
unruly	אַנרולי	fear	0.281
intense	intense	fear	0.279
noncompliance	noncompliance	fear	0.276
alerts	אַלערץ	fear	0.276
planes	פּליינז	fear	0.274
displeased	displeased	fear	0.273
cop	קאָפּ	fear	0.273
unbridled	unbridled	fear	0.271
regiment	רעגימענט	fear	0.266
crowds	קראַודז	fear	0.266
sentence	זאַץ	fear	0.266
blindfold	blindfold	fear	0.266
crouch	קראָוטש	fear	0.266
belt	גאַרטל	fear	0.266
hooded	האָאָדעד	fear	0.266
uncanny	ונקאַנני	fear	0.266
cupping	קופּינג	fear	0.266
sneak	סניק	fear	0.266
cloak	מאַנטל	fear	0.266
banger	banger	fear	0.266
affront	אַפראַנט	fear	0.266
confession	קאָנפעסיע	fear	0.266
blemish	ויסמעסטונג	fear	0.266
posse	posse	fear	0.266
auditions	auditions	fear	0.266
forgotten	פארגעסן	fear	0.266
immerse	ויבן	fear	0.266
operation	אָפּעראַציע	fear	0.266
elevation	elevation	fear	0.266
shanghai	שאַנגכיי	fear	0.266
hood	קאַפּטער	fear	0.266
problem	פּראָבלעם	fear	0.266
skid	גליטשער	fear	0.266
insomnia	ינסאַמניאַ	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	אַקראָבאַט	fear	0.266
flurries	פלעריז	fear	0.266
force	force	fear	0.266
spur	ספּור	fear	0.262
defense	פאַרטיידיקונג	fear	0.258
mortgagor	מאָרטגאַגאָר	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	run	fear	0.250
rascal	יונגאַטש	fear	0.250
standstill	סטאַנדיל	fear	0.250
doubt	צווייפל	fear	0.250
cataract	קאַטאַראַקט	fear	0.250
repent	חרטה	fear	0.250
unfamiliar	אַנפאַמיליער	fear	0.250
delusional	דילוזשאַנאַל	fear	0.250
obliging	אַבלאַגנינג	fear	0.250
hag	hag	fear	0.250
defend	באַשיצן	fear	0.250
guard	guard	fear	0.250
scapegoat	scapegoat	fear	0.250
swampy	swampy	fear	0.250
react	רעאַגירן	fear	0.250
breakingnews	breakingnews	fear	0.250
foul	פאָול	fear	0.250
spinster	שפּין	fear	0.250
indifference	גלייַכגילט	fear	0.250
sunk	sunk	fear	0.250
picket	שטייגער	fear	0.250
insect	ינסעקט	fear	0.250
rating	שאַץ	fear	0.250
forewarned	פאָרוואָרנד	fear	0.250
indecisive	indecisive	fear	0.250
stealthy	סטעלטי	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	גראָונדעד	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	העכסטן	fear	0.236
inequality	יניקוואַלאַטי	fear	0.234
rekindle	צוריק	fear	0.234
shrink	ייַנשרומפּן	fear	0.234
scaffold	סקאַפאַלד	fear	0.234
discontent	דיסקריטאַנט	fear	0.234
verge	גרענעץ	fear	0.234
psychiatrist	סייקאַדריסט	fear	0.234
overdrive	אָווערטריעוו	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	intercede	fear	0.234
pinion	פּיניאַן	fear	0.234
finalized	finalized	fear	0.234
shelters	שעלטערס	fear	0.234
sleepless	sleepless	fear	0.234
dependence	אָפענגיקייַט	fear	0.234
chicken	הינדל	fear	0.234
instinctive	אינסטינקטיווע	fear	0.234
buzz	buzz	fear	0.234
difficulty	שוועריקייט	fear	0.234
bee	בי	fear	0.234
insomniac	insomniac	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	באַק	fear	0.234
rushing	ראַשינג	fear	0.233
overslept	overslept	fear	0.226
default	default	fear	0.226
confessional	קאָנפעסיאָנאַל	fear	0.225
impatient	impatient	fear	0.224
immigrant	אימיגראַנט	fear	0.219
heft	heft	fear	0.219
