word	Zulu-zu	emotion	emotion-intensity-score
santa	santa	joy	0.727
award	umklomelo	joy	0.727
atpeace	i-atpeace	joy	0.727
win	win	joy	0.727
merry	ujabule	joy	0.727
pleased	uyajabula	joy	0.725
radiance	ukukhanya	joy	0.725
inspiration	ugqozi	joy	0.725
uplift	ukuphakamisa	joy	0.723
optimistic	ithemba	joy	0.723
heaven	izulu	joy	0.721
lucky	lucky	joy	0.721
thrill	ukujabula	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	amaholide	joy	0.721
harmony	ukuvumelana	joy	0.719
brighten	kukhanya	joy	0.719
lover	umthandi	joy	0.719
heartfelt	ngokusuka enhliziyweni	joy	0.719
utopian	i-utopian	joy	0.719
xmas	xmas	joy	0.719
lovely	lovely	joy	0.719
amusement	ukuzijabulisa	joy	0.719
congratulatory	ukuhalalisela	joy	0.719
praising	ukudumisa	joy	0.719
thriving	ephumelelayo	joy	0.719
perfect	ephelele	joy	0.719
magic	imilingo	joy	0.712
luckiest	lucestest	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	ukunethezeka	joy	0.712
bestfeeling	kahle	joy	0.712
treasures	ingcebo	joy	0.712
achievement	ukufeza	joy	0.712
yay	yay	joy	0.712
holiday	iholidi	joy	0.712
intimate	obuseduze	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	chuckle	joy	0.706
rave	shaya	joy	0.706
proud	ukuziqhenya	joy	0.704
truelove	uthando lwangempela	joy	0.703
fuckyeah	fokofu ya	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	ngokumangalisayo	joy	0.703
goodnews	i-goodnews	joy	0.703
optimism	ithemba	joy	0.703
satisfying	okwanelisayo	joy	0.703
gooood	i-gooood	joy	0.703
sweetest	mnandi kakhulu	joy	0.703
cherish	cherish	joy	0.703
goodlife	i-goodlife	joy	0.703
beautification	ubuhle	joy	0.703
appreciates	uyakwazisa	joy	0.703
winning	ukunqoba	joy	0.703
cuddled	i-cuddled	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	bajabule	joy	0.700
excite	ujabule	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	usuku lokuzalwa	joy	0.691
metime	isikhathi esithile	joy	0.688
favorite	ozithandayo	joy	0.688
honored	ihlonishwe	joy	0.688
content	okuqukethwe	joy	0.688
godsend	godsend	joy	0.688
entertaining	bezijabulisa	joy	0.688
angelic	izingelosi	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	ukukhuleka	joy	0.688
exquisite	kakhulu	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	okuyigugu	joy	0.682
majestic	mkhulu	joy	0.682
appreciated	uyakwazisa	joy	0.682
luscious	enhle	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	ukumomotheka	joy	0.682
bestfriends	abangani bangempela	joy	0.682
exaltation	ukuphakanyiswa	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	kukhanya	joy	0.682
tranquility	ukuthula	joy	0.679
marry	ushade	joy	0.676
embrace	bamukela	joy	0.676
positively	ngokuqinisekile	joy	0.676
dearest	othandekayo	joy	0.672
relaxation	ukuphumula	joy	0.672
accomplished	kufeziwe	joy	0.672
hug	khumbulani	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	i-grin	joy	0.672
enliven	enliven	joy	0.672
contentment	ukwaneliseka	joy	0.672
hilarious	hilarious	joy	0.672
giggles	i-giggles	joy	0.672
bountiful	unomvuzo	joy	0.667
victor	umqobi	joy	0.667
adore	ukuthanda	joy	0.667
boisterous	isiyaluyalu	joy	0.667
fulfilled	yagcwaliseka	joy	0.667
fulfill	ukufeza	joy	0.664
cuddles	iziqu	joy	0.662
prosperous	ephumelelayo	joy	0.660
romanticism	romanticism	joy	0.656
humor	amahlaya	joy	0.656
glow	ukukhanya	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	mnandi	joy	0.656
appreciation	ukwazisa	joy	0.656
encouraged	wakhuthazwa	joy	0.656
satisfy	anelise	joy	0.656
serenity	ukuthula	joy	0.656
captivate	captivate	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	ukwaneliseka	joy	0.652
treasure	umcebo	joy	0.652
engaged	uhlanganyele	joy	0.652
praises	ukudumisa	joy	0.652
abundance	inqwaba	joy	0.652
fortunes	inhlanhla	joy	0.652
relaxing	ukuphumula	joy	0.652
praised	udunyiswe	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	uhlanganise	joy	0.647
affection	uthando	joy	0.647
relieved	ikhululiwe	joy	0.647
carnival	imikhosi	joy	0.643
divine	ophezulu	joy	0.641
saintly	ingcwele	joy	0.641
harmoniously	ngokuvumelana	joy	0.641
achieve	ukufeza	joy	0.641
thanksgiving	ukubonga	joy	0.641
jackpot	jackpot	joy	0.641
priceless	okungabalulekile	joy	0.641
sensuality	izinzwa	joy	0.641
champion	iqhawe	joy	0.641
wedding	umshado	joy	0.641
uplifting	ukuphakamisa	joy	0.641
climax	umvuthwandaba	joy	0.636
yayy	yayy	joy	0.636
peaceful	ukuthula	joy	0.636
twinkle	shinyisa	joy	0.636
reverie	buyela emuva	joy	0.636
exalt	phakamisa	joy	0.636
winner	onqobayo	joy	0.636
felicity	ukuphefumula	joy	0.636
cuddle	i-cuddle	joy	0.636
comforting	ukududuza	joy	0.636
honeymoon	i-honeymoon	joy	0.636
xoxo	xoxo	joy	0.634
amusing	ukuhlekisa	joy	0.625
reward	umvuzo	joy	0.625
fondness	ukuthanda	joy	0.625
hearts	izinhliziyo	joy	0.625
brighter	kukhanya	joy	0.625
sweet	elimnandi	joy	0.625
stargazing	inkanyezi	joy	0.625
festival	umkhosi	joy	0.625
snuggling	i-snuggling	joy	0.625
generosity	ukuphana	joy	0.625
gorgeous	kuhle	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	ubulili	joy	0.622
parade	i-parade	joy	0.621
applause	ihlombe	joy	0.621
genial	ukuqonda	joy	0.621
beauty	ubuhle	joy	0.621
kind	nomusa	joy	0.621
newlife	impilo entsha	joy	0.618
aspiring	sifisa	joy	0.618
fulfilling	ukufeza	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	ubuhle	joy	0.613
kiss	kiss	joy	0.610
winnings	ukunqoba	joy	0.609
praiseworthy	kuhlonishwa	joy	0.609
rainbows	imvula	joy	0.609
generous	unomusa	joy	0.609
enlightenment	ukukhanya	joy	0.609
playful	ukudlala ukudlala	joy	0.609
christmas	i-christmas	joy	0.609
super	super	joy	0.609
elegance	ubuhle	joy	0.609
rekindle	buyisela kabusha	joy	0.609
awards	imiklomelo	joy	0.609
adorable	okujabulisayo	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	ukuzimela	joy	0.607
successful	uphumelele	joy	0.606
onelove	uthando olulodwa	joy	0.606
kindness	umusa	joy	0.606
freely	ngokukhululekile	joy	0.606
surprises	okumangazayo	joy	0.606
inspired	ephefumlelwe	joy	0.606
hilarity	ubuhle	joy	0.606
wonder	isimanga	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	ukuzijabulisa	joy	0.603
whimsical	i-whimsical	joy	0.603
passion	isifiso	joy	0.603
beautify	kuhle	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	ukuphuma kwelanga	joy	0.600
godisgood	godisgood	joy	0.597
whoo	ngubani	joy	0.594
angel	ingelosi	joy	0.594
thankgod	Ngiyabonga Nkosi	joy	0.594
accomplishment	ukufeza	joy	0.594
flirt	ngothando	joy	0.594
goodmusic	i-goodmusic	joy	0.594
snuggled	ihlehlisiwe	joy	0.594
revere	hlonela	joy	0.594
inspire	khuthaza	joy	0.594
fanfare	fanfare	joy	0.594
peacefully	ngokuthula	joy	0.594
jesus	uJesu	joy	0.594
goodies	okukhona	joy	0.594
heroic	ubuqhawe	joy	0.591
fortune	inhlanhla	joy	0.591
friendship	ubungane	joy	0.591
singing	ukucula	joy	0.591
exalted	waphakanyiswa	joy	0.591
summer	ehlobo	joy	0.591
highest	ephakeme kakhulu	joy	0.591
overflowing	zichichima	joy	0.588
contented	okwanelisiwe	joy	0.588
woot	vula	joy	0.588
rollicking	i-rollicking	joy	0.588
hope	ithemba	joy	0.586
accolade	ukuphoqa	joy	0.586
cozy	ethokomele	joy	0.583
delicious	okumnandi	joy	0.579
friendly	nobungane	joy	0.578
sensuous	enesisindo	joy	0.578
darling	othandekayo	joy	0.578
picturesque	elimnandi	joy	0.578
raving	ukuhlukumeza	joy	0.578
praise	udumo	joy	0.578
everlasting	phakade	joy	0.578
ambition	izifiso	joy	0.578
thelife	thelife	joy	0.578
sparkle	kukhanya	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	luckygirl	joy	0.576
flattering	ukuphoqa	joy	0.576
sensual	izinsizwa	joy	0.576
heroism	ubuqhawe	joy	0.576
succeeding	uphumelele	joy	0.576
grace	umusa	joy	0.576
peace	ukuthula	joy	0.576
livelife	Phila impilo	joy	0.574
special	okukhethekile	joy	0.574
tantalizing	okuthakazelisayo	joy	0.572
pumped	waphonswa	joy	0.567
worthwhile	kufanelekile	joy	0.562
revels	izintandokazi	joy	0.562
prevail	inqoba	joy	0.562
liking	ukuthanda	joy	0.562
sunny	ilanga	joy	0.562
relax	Nethezeka	joy	0.562
surprise	ukumangala	joy	0.562
hugs	ukumbamba	joy	0.562
admirable	admirable	joy	0.562
hero	hero	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	ezihlekisayo	joy	0.562
sweets	amaswidi	joy	0.562
prosper	uphumelele	joy	0.562
superstar	i-superstar	joy	0.562
favorable	kuhle	joy	0.561
bless	ubusise	joy	0.561
tenderness	ububele	joy	0.561
freedom	inkululeko	joy	0.561
masterpiece	ubuciko obuhle	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	amaphupho	joy	0.559
hopeful	ithemba	joy	0.559
home	ekhaya	joy	0.559
cruising	ukuhamba	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	ukwethembeka	joy	0.553
closeness	ukusondelana	joy	0.552
eagerness	ukulangazela	joy	0.552
comfy	kuhle	joy	0.551
sunshine	ilanga	joy	0.551
confidence	ukuzethemba	joy	0.547
mistletoe	i-mistletoe	joy	0.547
elite	elite	joy	0.547
celestial	esezulwini	joy	0.547
heart	inhliziyo	joy	0.547
completion	ukuqedwa	joy	0.547
good	kuhle	joy	0.547
daughter	indodakazi	joy	0.547
gifts	izipho	joy	0.547
astonishment	ukumangala	joy	0.547
bonus	ibhonasi	joy	0.547
goodmorning	Sawubona	joy	0.547
lifted	uphakanyisiwe	joy	0.547
zeal	intshiseko	joy	0.547
illuminate	ukhanyisa	joy	0.547
gift	isipho	joy	0.547
vacation	ukuvakasha	joy	0.547
charmed	ihlelwe	joy	0.546
recreation	ukuzijabulisa	joy	0.545
encouragement	isikhuthazo	joy	0.545
gush	ukuvula	joy	0.545
sublime	i-sublime	joy	0.545
dance	ukudansa	joy	0.545
god	unkulunkulu	joy	0.545
free	mahhala	joy	0.544
freshstart	i-freshstart	joy	0.544
savior	umsindisi	joy	0.543
sanctuary	indawo engcwele	joy	0.541
grandchildren	abazukulu	joy	0.540
wellness	kahle	joy	0.537
revel	i-revel	joy	0.534
inspirational	ukuvuselela	joy	0.531
savor	ukunambitheka	joy	0.531
matrimony	umshado	joy	0.531
money	imali	joy	0.531
rainbow	u-rainbow	joy	0.531
confident	uqiniseka	joy	0.531
bridal	bridal	joy	0.531
music	umculo	joy	0.531
fab	fab	joy	0.531
serene	serene	joy	0.531
alive	ephila	joy	0.531
holiness	ubungcwele	joy	0.531
vitality	ubungqabavu	joy	0.531
liberation	inkululeko	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	epholile	joy	0.531
soar	phuma	joy	0.531
firstborn	izibulo	joy	0.531
elegant	nenhle	joy	0.530
mastery	ukuphatha	joy	0.530
illumination	ukukhanya	joy	0.530
welcomed	wamukelwa	joy	0.530
warmth	ukushisa	joy	0.530
blossom	ziqhakaza	joy	0.530
glimmer	glimmer	joy	0.530
faithful	ethembekile	joy	0.529
treat	phatha	joy	0.529
snuggles	ihluma	joy	0.522
laurels	ama-laurels	joy	0.521
commendable	kuncomeka	joy	0.519
powerful	unamandla	joy	0.516
silly	ukuthula	joy	0.516
zest	zest	joy	0.516
presents	izipho	joy	0.516
succeed	phumelela	joy	0.516
jingle	jingle	joy	0.516
remarkable	ephawulekayo	joy	0.516
greeted	wabingelela	joy	0.516
brotherly	umzalwane	joy	0.516
pride	ukuziqhenya	joy	0.516
strengthening	ukuqinisa	joy	0.516
aspire	sifisa	joy	0.516
abundant	eningi	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	ehloniphekile	joy	0.516
almighty	unamandla onke	joy	0.516
fancy	fancy	joy	0.516
zen	zen	joy	0.515
coronation	i-coronation	joy	0.515
kudos	kudos	joy	0.515
vivid	ngokucacile	joy	0.515
leisure	ukuzilibazisa	joy	0.515
complete	ukuqedela	joy	0.515
cutie	cutie	joy	0.515
newme	i-newme	joy	0.515
familytime	isikhathi somndeni	joy	0.515
animated	izithombe	joy	0.515
spirit	umoya	joy	0.515
thanking	ngiyabonga	joy	0.515
kid	kid	joy	0.515
shining	shining	joy	0.515
payday	payday	joy	0.515
princely	ngobukhulu	joy	0.515
reunited	kuhlanganiswe kabusha	joy	0.515
therapeutic	ukwelapha	joy	0.515
comfort	induduzo	joy	0.515
godly	ukuhlonipha uNkulunkulu	joy	0.514
marriage	umshado	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	ubuhlobo	joy	0.514
spouse	oshade naye	joy	0.507
intimately	ngokuseduze	joy	0.507
accomplish	finyelela	joy	0.500
excel	kakhulu	joy	0.500
inviting	ukumema	joy	0.500
meritorious	okunamandla	joy	0.500
diamond	idayimane	joy	0.500
nature	imvelo	joy	0.500
dignity	isithunzi	joy	0.500
family	umndeni	joy	0.500
soulful	umphefumulo	joy	0.500
charitable	isihle	joy	0.500
encourage	khuthaza	joy	0.500
friends	abangane	joy	0.500
satisfied	unelisekile	joy	0.500
welcoming	ukwamukela	joy	0.500
healthy	enempilo	joy	0.500
surreal	surreal	joy	0.500
refreshed	ivuselelwe	joy	0.500
beach	ibhishi	joy	0.500
motherhood	umama	joy	0.500
respect	inhlonipho	joy	0.500
gem	gem	joy	0.500
erotic	ukukhathazeka	joy	0.500
visionary	obonwayo	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	kufinyeleleke	joy	0.500
christ	christ	joy	0.500
memorable	khumbula	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	umntwana	joy	0.500
purr	i-purir	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	ubuqotho	joy	0.500
bloom	ziyaqhakaza	joy	0.500
carefree	angakhathazeki	joy	0.500
aura	aura	joy	0.493
health	impilo	joy	0.493
liberty	inkululeko	joy	0.486
approved	kuvunyelwe	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	i-oasis	joy	0.486
rapture	ukuhlwithwa	joy	0.485
engaging	ukuhlanganyela	joy	0.485
crowning	umqhele	joy	0.485
aspiration	isifiso	joy	0.485
prestige	udumo	joy	0.485
crescendo	crescendo	joy	0.485
gentle	mnene	joy	0.485
liberate	khulula	joy	0.485
betrothed	betrothed	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	bounty	joy	0.485
privileged	unelungelo	joy	0.485
loyal	ethembekile	joy	0.485
inseparable	ahluke	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	i-heyday	joy	0.484
trophy	i-trophy	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	inhlanhla	joy	0.484
creativity	ubuciko	joy	0.484
destiny	ikusasa	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	ukudlula	joy	0.484
bouquet	isixha	joy	0.484
chocolate	ushokoledi	joy	0.484
aloha	aloha	joy	0.484
yummy	yummy	joy	0.484
dream	iphupho	joy	0.484
desire	isifiso	joy	0.484
boyfriend	isoka	joy	0.480
commemoration	isikhumbuzo	joy	0.479
intelligence	ukuhlakanipha	joy	0.477
readiness	ukulungela	joy	0.473
friend	umngane	joy	0.471
enthusiast	umdlandla	joy	0.471
bride	umakoti	joy	0.471
lush	lush	joy	0.470
calming	ukupholisa	joy	0.470
inheritance	ifa	joy	0.470
kiddo	kiddo	joy	0.470
massage	ukusikhipha	joy	0.470
tickle	khathaza	joy	0.470
adventure	i-adventure	joy	0.470
nostalgia	nostalgia	joy	0.470
soothe	thulisa	joy	0.470
goals	imigomo	joy	0.469
luster	ubumnandi	joy	0.469
giving	ukunikeza	joy	0.469
princess	princess	joy	0.469
heartily	ngenhliziyo yonke	joy	0.469
benevolence	ububele	joy	0.469
nurture	ukukhulisa	joy	0.469
bridegroom	umkhwenyana	joy	0.469
eternal	phakade	joy	0.469
pray	thandaza	joy	0.469
getaway	Phuma	joy	0.469
humanitarian	ukusiza abantu	joy	0.469
bonding	ukubopha	joy	0.469
rest	ukuphumula	joy	0.469
amicable	enokuthula	joy	0.469
purring	ukuhlanza	joy	0.469
pretty	kuhle	joy	0.469
child	ingane	joy	0.466
salutary	salutary	joy	0.465
invite	umeme	joy	0.457
reminiscing	ukukhumbula kabusha	joy	0.456
beam	ibhulogi	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	ezishisayo	joy	0.455
aesthetics	i-aesthetics	joy	0.455
friday	ngehora	joy	0.455
elevation	ukuphakama	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	umkhosi	joy	0.455
mindfulness	ukucabanga	joy	0.455
hee	hee	joy	0.455
kindred	umndeni	joy	0.455
scholarship	i-scholarship	joy	0.455
befriend	ube umngane wami	joy	0.455
commemorate	khumbula	joy	0.453
allure	ukukhishwa	joy	0.453
faith	ukholo	joy	0.453
forgiveness	ukuthethelelwa	joy	0.453
scenery	indawo	joy	0.453
vindication	ukuqinisekiswa	joy	0.453
waterfall	amanzi	joy	0.453
birth	ukuzalwa	joy	0.453
noworries	Azikho izinkinga	joy	0.453
approve	vumela	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	uhambo	joy	0.447
meditation	ukuzindla	joy	0.446
relaxed	ikhululekile	joy	0.442
tranquil	ukuthula	joy	0.441
weekend	ngempelasonto	joy	0.441
present	okwamanje	joy	0.441
tender	ithenda	joy	0.441
nostalgic	nostalgic	joy	0.439
prayer	umthandazo	joy	0.439
sharing	ukwabelana	joy	0.439
esteem	ukuhlonishwa	joy	0.439
lyrical	i-lyrical	joy	0.439
righteousness	ukulunga	joy	0.439
share	wabelane	joy	0.438
husband	umyeni	joy	0.438
life	ukuphila	joy	0.438
sonnet	sonnet	joy	0.438
relief	ukukhululeka	joy	0.438
unbeaten	unbeaten	joy	0.438
newday	usuku olusha	joy	0.438
meditate	cabanga	joy	0.438
mighty	onamandla	joy	0.438
eager	ukulangazelela	joy	0.438
strength	amandla	joy	0.438
warm	efudumele	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	buddy	joy	0.427
oneness	ubunye	joy	0.426
unsurpassed	okungapheli	joy	0.424
ejaculation	ukujula	joy	0.424
unconstrained	unconstrained	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	indondo	joy	0.424
amen	amen	joy	0.424
candlelight	ukukhanya kwekhandlela	joy	0.424
reverence	ukuhlonipha	joy	0.424
healthful	okunempilo	joy	0.424
carols	i-carols	joy	0.424
sledding	sledding	joy	0.422
wealth	ingcebo	joy	0.422
graduation	ukuphothula iziqu	joy	0.422
frisky	frisky	joy	0.422
energy	amandla	joy	0.422
calmness	ukuzola	joy	0.422
beginnings	ukuqala	joy	0.422
safe	ephephile	joy	0.422
musical	umculo	joy	0.422
symphony	i-symphony	joy	0.422
lml	lml	joy	0.422
glitter	i-glitter	joy	0.422
ease	lula	joy	0.422
helpful	kuyasiza	joy	0.422
soundness	ukuzwakala	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	isithembiso	joy	0.415
reunite	hlanganisa futhi	joy	0.414
salvation	insindiso	joy	0.412
mother	umama	joy	0.412
poems	izinkondlo	joy	0.412
inauguration	ukuvulwa	joy	0.409
immaculate	akucacile	joy	0.409
lighten	ukukhanya	joy	0.409
aromatherapy	aromatherapy	joy	0.409
travel	ukuhamba	joy	0.409
lavender	i-lavender	joy	0.409
purify	hlambulula	joy	0.409
clown	clown	joy	0.409
star	inkanyezi	joy	0.406
cash	ukheshi	joy	0.406
heal	philisa	joy	0.406
completing	ukuqedela	joy	0.406
companion	umngane	joy	0.406
live	phila	joy	0.406
flowers	izimbali	joy	0.406
wishing	befisa	joy	0.406
charity	uthando	joy	0.406
opportune	ithuba	joy	0.406
income	imali	joy	0.403
soul	umphefumulo	joy	0.401
munchies	munchies	joy	0.400
indescribable	okungaqondakali	joy	0.397
progress	inqubekela phambili	joy	0.397
emancipation	ukukhululwa	joy	0.397
christian	i-christian	joy	0.397
hammock	i-hammock	joy	0.394
together	ndawonye	joy	0.394
equality	ukulingana	joy	0.394
fullness	ukugcwala	joy	0.394
picnic	ipikinikini	joy	0.394
calm	ezolile	joy	0.394
childhood	ebuntwaneni	joy	0.394
rhythmical	isisindo	joy	0.394
movies	amabhayisikobho	joy	0.393
zealous	ngentshiseko	joy	0.393
littlethings	izinto ezincane	joy	0.391
humanity	isintu	joy	0.391
starry	inkanyezi	joy	0.391
playground	indawo yokudlala	joy	0.391
adventures	izintandokazi	joy	0.391
meaningful	okunenjongo	joy	0.391
choir	i-choir	joy	0.391
affluence	ukuthatha	joy	0.391
warms	ibuhlungu	joy	0.391
goofy	goofy	joy	0.391
auspicious	auspicious	joy	0.391
gesture	isenzo	joy	0.387
vow	isifungo	joy	0.382
shopping	bethenga	joy	0.382
witty	uhlakaniphile	joy	0.382
communion	ukuhlanganyela	joy	0.379
vibes	idlidliza	joy	0.379
worship	ukukhulekela	joy	0.379
jump	gxuma	joy	0.379
reverend	umfundisi	joy	0.377
advance	phambili	joy	0.375
beaches	amabhishi	joy	0.375
youth	ubusha	joy	0.375
spirits	imimoya	joy	0.375
simplicity	lula	joy	0.375
full	egcwele	joy	0.375
rising	ukuphakama	joy	0.375
hymn	iculo	joy	0.375
unique	ehlukile	joy	0.375
redeemed	ihlengiwe	joy	0.375
scenic	esivamile	joy	0.375
mirth	ujabule	joy	0.375
courtship	ukuthandana	joy	0.375
experience	isipiliyoni	joy	0.375
reunion	ukuhlangana kabusha	joy	0.375
sonorous	sonorous	joy	0.375
unforgettable	okungenakulibaleka	joy	0.375
baptismal	ukubhapathizwa	joy	0.368
alliance	ukusebenzisana	joy	0.368
grant	ukunikeza	joy	0.366
conciliation	ukubuyisana	joy	0.364
moonlight	ukukhanya kwenyanga	joy	0.364
sanctification	ukungcweliswa	joy	0.364
improves	ithuthukisa	joy	0.364
improve	phuthukisa	joy	0.364
pure	okuhlanzekile	joy	0.364
authentic	okuyiqiniso	joy	0.364
kitten	inkinobho	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	raspberries	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	ukwethembeka	joy	0.359
feeling	ukuzwa	joy	0.359
devotional	ukuthandaza	joy	0.359
proficiency	ubuchwepheshe	joy	0.359
tinsel	tinsel	joy	0.359
revival	imvuselelo	joy	0.359
sanctify	ngcwelisa	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	ozimele	joy	0.359
cocoa	i-cocoa	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	ihlengethwa	joy	0.348
choral	i-choral	joy	0.348
deliverance	ukukhululwa	joy	0.348
romp	romp	joy	0.348
roaring	ukukhala	joy	0.348
melody	umculo	joy	0.348
favor	umusa	joy	0.348
unification	ukuhlanganisa	joy	0.348
exceed	kudlula	joy	0.348
purpose	injongo	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	okusebenzayo	joy	0.344
voluptuous	i-voluptuous	joy	0.344
fruits	izithelo	joy	0.344
thx	thx	joy	0.344
newstart	i-newstart	joy	0.344
manicure	ukugcoba	joy	0.344
date	usuku	joy	0.344
kiddos	kiddo	joy	0.344
roadtrip	uhambo lomgwaqo	joy	0.344
cookies	amakhukhi	joy	0.344
hedonism	i-hedonism	joy	0.344
humble	uthobekile	joy	0.344
electric	ugesi	joy	0.344
pledge	isibambiso	joy	0.344
celebrity	udumo	joy	0.342
rhythm	isigqi	joy	0.338
bridesmaid	umshayeli womshado	joy	0.338
snowday	i-snowday	joy	0.333
young	osemncane	joy	0.333
coffee	ikhofi	joy	0.333
edification	ukwakha	joy	0.333
obliging	okuphoqelekile	joy	0.333
renovation	ukulungiswa kabusha	joy	0.333
familiarity	ukujwayela	joy	0.333
garden	ingadi	joy	0.333
spa	spa	joy	0.333
dawn	kusasa	joy	0.333
connoisseur	i-connoisseur	joy	0.333
partner	umlingani	joy	0.333
gazing	ukubuka	joy	0.333
foodie	foodie	joy	0.331
synchronize	vumelanisa	joy	0.329
tribulation	usizi	joy	0.328
healing	ukuphulukiswa	joy	0.328
saint	isanta	joy	0.328
chirping	i-chirping	joy	0.328
hobby	ukuzilibazisa	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	i-carol	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	ihubo	joy	0.328
pedicure	i-pedicure	joy	0.328
amnesty	ukuxolelwa	joy	0.328
respite	ukuphefumula	joy	0.324
mellow	mellow	joy	0.318
lazyday	NO TRANSLATION	joy	0.318
recreational	ukuzijabulisa	joy	0.318
restorative	ukuvuselela	joy	0.318
cousins	bomzala	joy	0.318
classics	okuvamile	joy	0.318
reconciliation	ukubuyisana	joy	0.316
dove	ijuba	joy	0.312
living	ukuphila	joy	0.312
presto	presto	joy	0.312
crafts	ubuciko	joy	0.312
recovery	ukutakula	joy	0.312
woods	izinkuni	joy	0.312
sunset	ukushona kwelanga	joy	0.312
fitness	ukufaneleka	joy	0.312
playhouse	indawo yokudlala	joy	0.312
superman	superman	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	ukuhlakanipha	joy	0.312
deal	ukuphatha	joy	0.312
simplify	lula	joy	0.312
lord	Nkosi	joy	0.312
sterling	sterling	joy	0.312
progression	ukuqhubeka	joy	0.312
relight	ngokuthembeka	joy	0.312
pony	i-pony	joy	0.312
infant	usana	joy	0.309
improvement	ngcono	joy	0.309
absolution	ukungabi namuntu	joy	0.306
gently	ngobumnene	joy	0.303
established	esungulwe	joy	0.303
honest	uthembekile	joy	0.303
decorating	ukuhlobisa	joy	0.303
endless	okungapheli	joy	0.303
banquet	idili	joy	0.303
providing	ukuhlinzeka	joy	0.300
mine	amami	joy	0.297
fraternal	izihlobo	joy	0.297
notable	okuphawulekayo	joy	0.297
feat	feat	joy	0.297
harvest	ukuvuna	joy	0.297
quaint	okuncane	joy	0.297
softly	kancane	joy	0.297
spiritual	ngokomoya	joy	0.297
morals	ukuziphatha	joy	0.297
lounging	ukudumisa	joy	0.297
light	ukukhanya	joy	0.297
breeze	umoya oshisayo	joy	0.297
strolling	ukuhamba	joy	0.297
spending	ukuchitha	joy	0.297
meditating	ukuzindla	joy	0.297
joker	i-joker	joy	0.297
yearning	ukulangazelela	joy	0.297
growth	ukukhula	joy	0.297
fervor	fervor	joy	0.295
quotes	izingcaphuno	joy	0.294
volunteer	ivolontiya	joy	0.294
