word	Bengali-bn	emotion	emotion-intensity-score
winning	জয়লাভ	joy	0.703
cuddled	cuddled	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	বিনোদন ও	joy	0.700
excite	জাগান	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	জন্মদিন	joy	0.691
metime	আমার সময়	joy	0.688
favorite	প্রিয়	joy	0.688
honored	সম্মানিত	joy	0.688
content	সন্তুষ্ট	joy	0.688
godsend	সফলতা	joy	0.688
entertaining	রসাল	joy	0.688
angelic	দেবদূতোপম	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	উপাসনা	joy	0.688
exquisite	সূক্ষ্ম	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	বহুমূল্য	joy	0.682
majestic	সৌম্য	joy	0.682
appreciated	উপলব্ধ	joy	0.682
luscious	আনন্দদায়ক	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	হেসে	joy	0.682
bestfriends	bestfriends	joy	0.682
exaltation	উচ্চপদ	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	উজ্জ্বল	joy	0.682
tranquility	প্রশান্তি	joy	0.679
marry	বিবাহ করা	joy	0.676
embrace	আলিঙ্গন	joy	0.676
positively	সুনিশ্চিত	joy	0.676
dearest	প্রেয়সী	joy	0.672
relaxation	বিনোদন	joy	0.672
accomplished	সম্পন্ন	joy	0.672
hug	আলিঙ্গন	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	জন্মদিন	joy	0.672
grin	কষ্টহাসি	joy	0.672
enliven	উদ্দীপ্ত করা	joy	0.672
contentment	তৃপ্তি	joy	0.672
hilarious	অত্যধিক হাসিখুশি	joy	0.672
giggles	হাসি	joy	0.672
bountiful	উদার	joy	0.667
victor	বিজেতা	joy	0.667
adore	পূজা করা	joy	0.667
boisterous	ভীম	joy	0.667
fulfilled	পূর্ণ	joy	0.667
fulfill	মেটান	joy	0.664
cuddles	cuddles	joy	0.662
prosperous	উন্নতিশীল	joy	0.660
romanticism	মনের ভাব	joy	0.656
humor	মেজাজ	joy	0.656
glow	ভাস	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	মনোরম	joy	0.656
appreciation	রসাস্বাদন	joy	0.656
encouraged	প্রণোদিত	joy	0.656
satisfy	পরিতৃপ্ত করা	joy	0.656
serenity	প্রশান্তি	joy	0.656
captivate	মাত করা	joy	0.656
besties	প্রিয়বন্ধুদের	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	সন্তোষ	joy	0.652
treasure	ধন	joy	0.652
engaged	জড়িত	joy	0.652
praises	প্রশংসার	joy	0.652
abundance	প্রাচুর্য	joy	0.652
fortunes	অদৃষ্টকে	joy	0.652
relaxing	শক্তিহানিকর	joy	0.652
praised	প্রশংসিত	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	পূরক	joy	0.647
affection	স্নেহ	joy	0.647
relieved	অব্যাহতিপ্রাপ্ত	joy	0.647
carnival	ভ্রাম্যমাণ আনন্দমেলা	joy	0.643
divine	ঐশ্বরিক	joy	0.641
saintly	পবিত্র	joy	0.641
harmoniously	harmoniously	joy	0.641
achieve	অর্জন করা	joy	0.641
thanksgiving	ধন্যবাদ	joy	0.641
jackpot	জ্যাকপট	joy	0.641
priceless	অমূল্য	joy	0.641
sensuality	যৌনক্ষুধা চরিতার্থ-করণ	joy	0.641
champion	রক্ষক	joy	0.641
wedding	বিবাহ	joy	0.641
uplifting	উৎসাহজনক	joy	0.641
climax	শীর্ষবিন্দু	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	শান্তিপূর্ণ	joy	0.636
twinkle	ঝিকিমিকি	joy	0.636
reverie	দিবাস্বপ্ন	joy	0.636
exalt	উল্লসিত করা	joy	0.636
winner	বিজয়ী	joy	0.636
felicity	সুখ	joy	0.636
cuddle	আলিঙ্গন করা	joy	0.636
comforting	সান্ত্বনাকারী	joy	0.636
honeymoon	মধুযামিনী	joy	0.636
xoxo	XOXO	joy	0.634
amusing	মজাদার	joy	0.625
reward	পুরস্কার	joy	0.625
fondness	অনুরাগ	joy	0.625
hearts	অন্তরে	joy	0.625
brighter	উজ্জ্বল	joy	0.625
sweet	মিষ্টি	joy	0.625
stargazing	স্টারগেজিং	joy	0.625
festival	উৎসব	joy	0.625
snuggling	snuggling	joy	0.625
generosity	দাক্ষিণ্য	joy	0.625
gorgeous	টকটকে	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	লিঙ্গ	joy	0.622
parade	প্যারেড	joy	0.621
applause	সাধুবাদ	joy	0.621
genial	সদয়	joy	0.621
beauty	সৌন্দর্য	joy	0.621
kind	সদয়	joy	0.621
newlife	নতুন জীবন	joy	0.618
aspiring	উচ্চাকাঙ্ক্ষী	joy	0.618
fulfilling	পরিপূরক	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	ধর্মচারী	joy	0.613
kiss	চুম্বন	joy	0.610
winnings	জেতা	joy	0.609
praiseworthy	প্রশংসনীয়	joy	0.609
rainbows	রংধনু	joy	0.609
generous	উদার	joy	0.609
enlightenment	জ্ঞানদান	joy	0.609
playful	কৌতুকপূর্ণ	joy	0.609
christmas	বড়দিনের পর্ব	joy	0.609
super	সুপার	joy	0.609
elegance	কমনীয়তা	joy	0.609
rekindle	পুনরুজ্জীবিত	joy	0.609
awards	পুরষ্কার	joy	0.609
adorable	আরাধ্য	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	স্বাধীনতা	joy	0.607
successful	সফল	joy	0.606
onelove	একটি ভালোবাসা	joy	0.606
kindness	উদারতা	joy	0.606
freely	অবাধে	joy	0.606
surprises	চমকের	joy	0.606
inspired	অনুপ্রাণিত	joy	0.606
hilarity	স্ফূর্তি	joy	0.606
wonder	আশ্চর্য	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	বিনোদন	joy	0.603
whimsical	অদ্ভুত	joy	0.603
passion	আবেগ	joy	0.603
beautify	মণ্ডিত করা	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	সূর্যোদয়	joy	0.600
godisgood	আল্লাহ মহান	joy	0.597
whoo	ছিঃ	joy	0.594
angel	ফেরেশতা	joy	0.594
thankgod	সৃষ্টিকর্তাকে ধন্যবাদ	joy	0.594
accomplishment	সংসাধন	joy	0.594
flirt	ছিনাল	joy	0.594
goodmusic	goodmusic	joy	0.594
snuggled	snuggled	joy	0.594
revere	পূজা করা	joy	0.594
inspire	অনুপ্রাণিত করা	joy	0.594
fanfare	তূর্যনিনাদ	joy	0.594
peacefully	শান্তিপূর্ণভাবে	joy	0.594
jesus	যীশু	joy	0.594
goodies	গুডিজ	joy	0.594
heroic	বীরত্বপূর্ণ	joy	0.591
fortune	ভাগ্য	joy	0.591
friendship	বন্ধুত্ব	joy	0.591
singing	উদ্গাতা	joy	0.591
exalted	সমুচ্চ	joy	0.591
summer	গ্রীষ্ম	joy	0.591
highest	সর্বোচ্চ	joy	0.591
overflowing	উচ্ছ্বাসিত	joy	0.588
contented	সন্তুষ্ট	joy	0.588
woot	Woot	joy	0.588
rollicking	আনন্দোচ্ছল	joy	0.588
hope	আশা	joy	0.586
accolade	প্রশংসা	joy	0.586
cozy	আরামদায়ক	joy	0.583
delicious	সুস্বাদু	joy	0.579
friendly	বন্ধুত্বপূর্ণ	joy	0.578
sensuous	ইন্দ্রি়গত	joy	0.578
darling	ধন	joy	0.578
picturesque	চিত্রানুগ	joy	0.578
raving	প্রলাপ	joy	0.578
praise	প্রশংসা	joy	0.578
everlasting	অনন্ত	joy	0.578
ambition	উচ্চাকাঙ্ক্ষা	joy	0.578
thelife	জীবন	joy	0.578
sparkle	ঝক্ঝক্	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	ভাগ্যবান মেয়ে	joy	0.576
flattering	চাটুকার	joy	0.576
sensual	কামুক	joy	0.576
heroism	বীরত্ব	joy	0.576
succeeding	পদানুবর্তী	joy	0.576
grace	অনুগ্রহ	joy	0.576
peace	শান্তি	joy	0.576
livelife	livelife	joy	0.574
special	বিশেষ	joy	0.574
tantalizing	tantalizing	joy	0.572
pumped	pumped	joy	0.567
worthwhile	উপযুক্ত	joy	0.562
revels	revels	joy	0.562
prevail	বোঝান	joy	0.562
liking	পছন্দ	joy	0.562
sunny	হাসিখুশি	joy	0.562
relax	শিথিল করা	joy	0.562
surprise	আশ্চর্য	joy	0.562
hugs	ভালোবাসামাখা	joy	0.562
admirable	ধন্য	joy	0.562
hero	বীর	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	রসাত্মক	joy	0.562
sweets	মিষ্ট	joy	0.562
prosper	উন্নতিলাভ করা	joy	0.562
superstar	সুপারস্টার	joy	0.562
favorable	অনুকূল	joy	0.561
bless	আশীর্বাদ করা	joy	0.561
tenderness	আবেগপ্রবণতা	joy	0.561
freedom	স্বাধীনতা	joy	0.561
masterpiece	মাষ্টারপিস	joy	0.561
newyear	নববর্ষ	joy	0.561
dreams	স্বপ্ন	joy	0.559
hopeful	আশাপূর্ণ	joy	0.559
home	বাড়ি	joy	0.559
cruising	cruising	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	বিশ্বস্ততা	joy	0.553
closeness	ঘনিষ্ঠতা	joy	0.552
eagerness	আগ্রহ	joy	0.552
comfy	আরামদায়ক	joy	0.551
sunshine	রোদ	joy	0.551
confidence	বিশ্বাস	joy	0.547
mistletoe	লতাবিশেষ	joy	0.547
elite	অভিজাত	joy	0.547
celestial	স্বর্গীয়	joy	0.547
heart	হৃদয়	joy	0.547
completion	পরিপূরণ	joy	0.547
good	ভাল	joy	0.547
daughter	কন্যা	joy	0.547
gifts	উপহার	joy	0.547
astonishment	আশ্চর্য	joy	0.547
bonus	বোনাস	joy	0.547
goodmorning	সুপ্রভাত	joy	0.547
lifted	উত্তোলিত	joy	0.547
zeal	চাড়	joy	0.547
illuminate	জ্বালান	joy	0.547
gift	উপহার	joy	0.547
vacation	অবকাশ	joy	0.547
charmed	মাত	joy	0.546
recreation	চিত্তবিনোদন	joy	0.545
encouragement	অনুপ্রেরণা	joy	0.545
gush	প্রবাহ	joy	0.545
sublime	মহিমান্বিত	joy	0.545
dance	নাচ	joy	0.545
god	দেবতা	joy	0.545
free	বিনামূল্যে	joy	0.544
freshstart	নতুনভাবে শুরু করা	joy	0.544
savior	ত্রাণকর্তা	joy	0.543
sanctuary	আশ্রয়স্থল	joy	0.541
grandchildren	নাতি নাতনিদের	joy	0.540
wellness	অনাময	joy	0.537
revel	পানভোজনোত্সব	joy	0.534
inspirational	অনুপ্রেরণীয়	joy	0.531
savor	গন্ধ	joy	0.531
matrimony	বিবাহ	joy	0.531
money	টাকা	joy	0.531
rainbow	রামধনু	joy	0.531
confident	সুনিশ্চিত	joy	0.531
bridal	দাম্পত্য	joy	0.531
music	সঙ্গীত	joy	0.531
fab	প্রভূত	joy	0.531
serene	নির্মেঘ	joy	0.531
alive	জীবিত	joy	0.531
holiness	বিশুদ্ধতা	joy	0.531
vitality	জীবনীশক্তি	joy	0.531
liberation	স্বাধীনতা	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	শীতল	joy	0.531
soar	উড্ডীন করা	joy	0.531
firstborn	প্রথমজাত	joy	0.531
elegant	মার্জিত	joy	0.530
mastery	আধিপত্য	joy	0.530
illumination	আলো	joy	0.530
welcomed	স্বাগত	joy	0.530
warmth	উত্তাপ	joy	0.530
blossom	পুষ্প	joy	0.530
glimmer	আভাস	joy	0.530
faithful	বিশ্বস্ত	joy	0.529
treat	আচরণ করা	joy	0.529
snuggles	snuggles	joy	0.522
laurels	জয়মাল্য	joy	0.521
commendable	প্রশংসনীয়	joy	0.519
powerful	ক্ষমতাশালী	joy	0.516
silly	নিরীহ	joy	0.516
zest	রূচি	joy	0.516
presents	উপহার	joy	0.516
succeed	সফল	joy	0.516
jingle	ঝমঝম	joy	0.516
remarkable	অসাধারণ	joy	0.516
greeted	দেখলেও	joy	0.516
brotherly	ভ্রাতৃভাবে	joy	0.516
pride	গর্ব	joy	0.516
strengthening	বলকারক	joy	0.516
aspire	আকুলভাবে কামনা করা	joy	0.516
abundant	প্রচুর	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	প্রভাময়	joy	0.516
almighty	সর্বশক্তিমান	joy	0.516
fancy	অভিনব	joy	0.516
zen	জেন	joy	0.515
coronation	রাজ্যাভিষেক	joy	0.515
kudos	খ্যাতি	joy	0.515
vivid	প্রাণবন্ত	joy	0.515
leisure	অবসর	joy	0.515
complete	সম্পূর্ণ	joy	0.515
cutie	cutie পর্ণ	joy	0.515
newme	নতুন আমার	joy	0.515
familytime	familytime	joy	0.515
animated	প্রাণবন্ত	joy	0.515
spirit	আত্মা	joy	0.515
thanking	ধন্যবাদ	joy	0.515
kid	ছাগলছানা	joy	0.515
shining	জ্বলজ্বলে	joy	0.515
payday	নিবন্ধন	joy	0.515
princely	জমকাল	joy	0.515
reunited	পুনরায় একত্রিত হন	joy	0.515
therapeutic	ভেষজ	joy	0.515
comfort	সান্ত্বনা	joy	0.515
godly	ধার্মিক	joy	0.514
marriage	বিবাহ	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	সম্পর্ক	joy	0.514
spouse	পত্নী	joy	0.507
intimately	গলাগলি	joy	0.507
accomplish	সাধা	joy	0.500
excel	সীমা অতিক্রম করা	joy	0.500
inviting	আমন্ত্রণ জানিয়ে	joy	0.500
meritorious	গুণী	joy	0.500
diamond	হীরা	joy	0.500
nature	প্রকৃতি	joy	0.500
dignity	সম্মান	joy	0.500
family	পরিবার	joy	0.500
soulful	গভীর বা উচ্চ ভাবপূর্ন	joy	0.500
charitable	দাতব্য	joy	0.500
encourage	উত্সাহিত করা	joy	0.500
friends	বন্ধুদের	joy	0.500
satisfied	সন্তুষ্ট	joy	0.500
welcoming	স্বাগতপূর্ণ	joy	0.500
healthy	সুস্থ	joy	0.500
surreal	পরাবাস্তব	joy	0.500
refreshed	ঝরঝরে	joy	0.500
beach	সৈকত	joy	0.500
motherhood	মাতৃত্ব	joy	0.500
respect	সম্মান	joy	0.500
gem	মণি	joy	0.500
erotic	প্রেমমূলক	joy	0.500
visionary	স্বপ্নদর্শী	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	অর্জন	joy	0.500
christ	খ্রীষ্ট	joy	0.500
memorable	স্মরণীয়	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	বাচ্চা	joy	0.500
purr	গরগর আওয়াজ	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	সত্যবাদিতা	joy	0.500
bloom	পুষ্প	joy	0.500
carefree	ভাবনাহীন	joy	0.500
aura	দেহজ্যোতি	joy	0.493
health	স্বাস্থ্য	joy	0.493
liberty	স্বাধীনতা	joy	0.486
approved	অনুমোদিত	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	মরুদ্যান	joy	0.486
rapture	পরমানন্দ	joy	0.485
engaging	আকর্ষক	joy	0.485
crowning	চরম	joy	0.485
aspiration	শ্বাসাঘাত	joy	0.485
prestige	প্রতিপত্তি	joy	0.485
crescendo	চড়া সুরে ত্তঠে এমনভাবে	joy	0.485
gentle	মৃদু	joy	0.485
liberate	মুক্ত করা	joy	0.485
betrothed	বাগদত্তা	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	খয়রাত	joy	0.485
privileged	তৈরী	joy	0.485
loyal	বিশ্বস্ত	joy	0.485
inseparable	অবিচ্ছেদ্য	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	পূর্ণবিকাশ	joy	0.484
trophy	ট্রফি	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	ভাগ্য	joy	0.484
creativity	সৃজনশীলতা	joy	0.484
destiny	নিয়তি	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	সর্বোত্কর্ষ	joy	0.484
bouquet	ফুলের তোড়া	joy	0.484
chocolate	চকলেট	joy	0.484
aloha	Aloha	joy	0.484
yummy	মুখরোচক	joy	0.484
dream	স্বপ্ন	joy	0.484
desire	ইচ্ছা	joy	0.484
boyfriend	প্রেমিক	joy	0.480
commemoration	স্মৃতিরক্ষা	joy	0.479
intelligence	বুদ্ধিমত্তা	joy	0.477
readiness	প্রস্তুতি	joy	0.473
friend	বন্ধু	joy	0.471
enthusiast	কৌতূহলী ব্যক্তি	joy	0.471
bride	নববধূ	joy	0.471
lush	মদ্যপ	joy	0.470
calming	প্রশান্ত ভাব	joy	0.470
inheritance	উত্তরাধিকার	joy	0.470
kiddo	আম্মি	joy	0.470
massage	ম্যাসেজ	joy	0.470
tickle	সুড়সুড়ি	joy	0.470
adventure	দু: সাহসিক কাজ	joy	0.470
nostalgia	স্বদেশে ফেরার আকুলতা	joy	0.470
soothe	প্রশমিত করা	joy	0.470
goals	গোল	joy	0.469
luster	দীপ্তি	joy	0.469
giving	দান	joy	0.469
princess	রাজকুমারী	joy	0.469
heartily	কায়মনোবাক্যে	joy	0.469
benevolence	দয়াশীলতা	joy	0.469
nurture	শিক্ষাদান	joy	0.469
bridegroom	বর	joy	0.469
eternal	অনন্ত	joy	0.469
pray	প্রার্থনা করা	joy	0.469
getaway	চলে যাও	joy	0.469
humanitarian	মানবিক	joy	0.469
bonding	বন্ধন	joy	0.469
rest	বিশ্রাম	joy	0.469
amicable	বন্ধুত্বপূর্ণ	joy	0.469
purring	একটি purring	joy	0.469
pretty	চমত্কার	joy	0.469
child	শিশু	joy	0.466
salutary	উপকারী	joy	0.465
invite	আমন্ত্রণ করা	joy	0.457
reminiscing	স্মৃতিচারণ	joy	0.456
beam	মরীচি	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	গ্রীষ্মপ্রধান	joy	0.455
aesthetics	নন্দনতত্ব	joy	0.455
friday	শুক্রবার	joy	0.455
elevation	টিলা	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	অনুষ্ঠান	joy	0.455
mindfulness	মনোযোগসহকারে	joy	0.455
hee	হি	joy	0.455
kindred	সজাতি	joy	0.455
scholarship	বৃত্তি	joy	0.455
befriend	বন্ধুত্ব স্থাপন করা	joy	0.455
commemorate	স্মৃতিরক্ষা করা	joy	0.453
allure	মোহন	joy	0.453
faith	বিশ্বাস	joy	0.453
forgiveness	ক্ষমা	joy	0.453
scenery	দৃশ্যাবলী	joy	0.453
vindication	নজির	joy	0.453
waterfall	জলপ্রপাত	joy	0.453
birth	জন্ম	joy	0.453
noworries	কোন চিন্তা করো না	joy	0.453
approve	অনুমোদন করা	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	যাত্রা	joy	0.447
meditation	ধ্যান	joy	0.446
relaxed	নিরুদ্বেগ	joy	0.442
tranquil	শান্ত	joy	0.441
weekend	সপ্তাহান্তিক কাল	joy	0.441
present	বর্তমান	joy	0.441
tender	কোমল	joy	0.441
nostalgic	স্বদেশে ফেরার আকুলতাসংক্রাঁত	joy	0.439
prayer	প্রার্থনা	joy	0.439
sharing	ভাগ	joy	0.439
esteem	শ্রদ্ধা	joy	0.439
lyrical	গীতধর্মী	joy	0.439
righteousness	ন্যায়পরায়ণতা	joy	0.439
share	ভাগ	joy	0.438
husband	স্বামী	joy	0.438
life	জীবন	joy	0.438
sonnet	চতুর্দশপদী কবিতা	joy	0.438
relief	মুক্তি	joy	0.438
unbeaten	অপরাজিত	joy	0.438
newday	নতুন দিন	joy	0.438
meditate	ধ্যান করা	joy	0.438
mighty	মহৎ	joy	0.438
eager	আগ্রহী	joy	0.438
strength	শক্তি	joy	0.438
warm	উষ্ণ	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	দোস্ত	joy	0.427
oneness	একত্ব	joy	0.426
unsurpassed	অতুলনীয়	joy	0.424
ejaculation	উল্লাসধ্বনি	joy	0.424
unconstrained	সংকোচহীন	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	পদক	joy	0.424
amen	তথাস্তু	joy	0.424
candlelight	সন্ধ্যাকাল	joy	0.424
reverence	নিষ্ঠা	joy	0.424
healthful	স্বাস্থ্যকর	joy	0.424
carols	ক্যারোল	joy	0.424
sledding	স্লেডিং	joy	0.422
wealth	ধন	joy	0.422
graduation	স্নাতকের	joy	0.422
frisky	ক্রীড়ারত	joy	0.422
energy	শক্তি	joy	0.422
calmness	নিস্তব্ধতা	joy	0.422
beginnings	সূত্রপাত	joy	0.422
safe	নিরাপদ	joy	0.422
musical	সুরেলা	joy	0.422
symphony	মিল	joy	0.422
lml	LML	joy	0.422
glitter	চিক্চিক	joy	0.422
ease	আরাম	joy	0.422
helpful	সহায়ক	joy	0.422
soundness	অনাময	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	প্রতিশ্রুতি	joy	0.415
reunite	পুন: সংযুক্ত করা	joy	0.414
salvation	উদ্ধার	joy	0.412
mother	মা	joy	0.412
poems	কবিতা	joy	0.412
inauguration	উদ্বোধন	joy	0.409
immaculate	অনিন্দ্য	joy	0.409
lighten	হালকা করা	joy	0.409
aromatherapy	অ্যারোমাথেরাপির	joy	0.409
travel	ভ্রমণ	joy	0.409
lavender	ল্যাভেন্ডার	joy	0.409
purify	শোধন করা	joy	0.409
clown	চাষা	joy	0.409
star	তারকা	joy	0.406
cash	নগদ	joy	0.406
heal	আরোগ্য করা	joy	0.406
completing	পরিপূরক	joy	0.406
companion	সহচর	joy	0.406
live	জীবিত	joy	0.406
flowers	ফুল	joy	0.406
wishing	তবেই	joy	0.406
charity	দানশীলতা	joy	0.406
opportune	সুবিধাজনক	joy	0.406
income	আয়	joy	0.403
soul	আত্মা	joy	0.401
munchies	munchies	joy	0.400
indescribable	বর্ণনাতীত	joy	0.397
progress	উন্নতি	joy	0.397
emancipation	বন্ধনমুক্তি	joy	0.397
christian	খ্রীষ্টান	joy	0.397
hammock	বিছানাবিশেষ	joy	0.394
together	একসঙ্গে	joy	0.394
equality	সমতা	joy	0.394
fullness	পূর্ণতা	joy	0.394
picnic	পিকনিক	joy	0.394
calm	শান্ত	joy	0.394
childhood	শৈশব	joy	0.394
rhythmical	নাচুনে	joy	0.394
movies	চলচ্চিত্র	joy	0.393
zealous	প্রবল উদ্দীপনাপূর্ণ	joy	0.393
littlethings	ছোট জিনিস	joy	0.391
humanity	মানবতা	joy	0.391
starry	তারকাময়	joy	0.391
playground	খেলার মাঠ	joy	0.391
adventures	এডভেন্ঞার ট্যুরিজম	joy	0.391
meaningful	অর্থপূর্ণ	joy	0.391
choir	গায়কদল	joy	0.391
affluence	সমৃদ্ধি	joy	0.391
warms	উষ্ণ	joy	0.391
goofy	বোকা	joy	0.391
auspicious	সুপ্রসন্ন	joy	0.391
gesture	অঙ্গভঙ্গি	joy	0.387
vow	ব্রত	joy	0.382
shopping	কেনাকাটা	joy	0.382
witty	বিদগ্ধ	joy	0.382
communion	আলাপন	joy	0.379
vibes	vibes নেই	joy	0.379
worship	পূজা	joy	0.379
jump	ঝাঁপ	joy	0.379
reverend	পূজ্য	joy	0.377
advance	আগাম	joy	0.375
beaches	সৈকত	joy	0.375
youth	যৌবন	joy	0.375
spirits	প্রফুল্লতা	joy	0.375
simplicity	সরলতা	joy	0.375
full	সম্পূর্ণ	joy	0.375
rising	উঠন্ত	joy	0.375
hymn	স্তবগান	joy	0.375
unique	অনন্য	joy	0.375
redeemed	খালাসী	joy	0.375
scenic	নাটুকে	joy	0.375
mirth	আনন্দ	joy	0.375
courtship	পূর্বরাগ	joy	0.375
experience	অভিজ্ঞতা	joy	0.375
reunion	পুনর্মিলন	joy	0.375
sonorous	উচ্চনাদী	joy	0.375
unforgettable	অবিস্মরণীয়	joy	0.375
baptismal	পবিত্র অভিসিঁচনসংক্রান্ত	joy	0.368
alliance	জোট	joy	0.368
grant	প্রদান	joy	0.366
conciliation	শান্তকরণ	joy	0.364
moonlight	চন্দ্রপ্রভা	joy	0.364
sanctification	পাবন	joy	0.364
improves	উন্নত	joy	0.364
improve	উন্নত করা	joy	0.364
pure	বিশুদ্ধ	joy	0.364
authentic	খাঁটি	joy	0.364
kitten	বিড়ালছানা	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	রাস্পবেরি	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	বিশ্বস্ততা	joy	0.359
feeling	অনুভূতি	joy	0.359
devotional	ভক্তিমুলক	joy	0.359
proficiency	দক্ষতা	joy	0.359
tinsel	রাংতা	joy	0.359
revival	রেনেসাঁ	joy	0.359
sanctify	পবিত্র করা	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	স্বাধীন	joy	0.359
cocoa	কোকো	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	শুশুক	joy	0.348
choral	ঐকতানিক	joy	0.348
deliverance	উদ্ধার	joy	0.348
romp	দৌড়াদৌড়ি করা	joy	0.348
roaring	গর্জন	joy	0.348
melody	সুর	joy	0.348
favor	আনুকূল্য	joy	0.348
unification	একীকরণ	joy	0.348
exceed	অতিক্রম করা	joy	0.348
purpose	উদ্দেশ্য	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	কাজ নেই	joy	0.344
voluptuous	ইন্দ্রি়পরায়ণতাপূর্ণ	joy	0.344
fruits	ফল	joy	0.344
thx	ধন্যবাদ	joy	0.344
newstart	নতুন শুরু	joy	0.344
manicure	হাত ত্ত নখের চিকিত্সা	joy	0.344
date	তারিখ	joy	0.344
kiddos	kiddos	joy	0.344
roadtrip	রাস্তা যাত্রা	joy	0.344
cookies	বিস্কুট	joy	0.344
hedonism	বিধান	joy	0.344
humble	নম্র	joy	0.344
electric	বৈদ্যুতিক	joy	0.344
pledge	অঙ্গীকার	joy	0.344
celebrity	কীর্তি	joy	0.342
rhythm	তাল	joy	0.338
bridesmaid	নিতকনে	joy	0.338
snowday	তুষারপাতের দিন	joy	0.333
young	তরুণ	joy	0.333
coffee	কফি	joy	0.333
edification	শিক্ষাদীক্ষা	joy	0.333
obliging	উপকারেচ্ছু	joy	0.333
renovation	নবীভবন	joy	0.333
familiarity	ঘনিষ্ঠতা	joy	0.333
garden	বাগান	joy	0.333
spa	স্পা	joy	0.333
dawn	ভোর	joy	0.333
connoisseur	রসপণ্ডিত	joy	0.333
partner	অংশীদার	joy	0.333
gazing	একদৃষ্টি	joy	0.333
foodie	ভোজন রসিক	joy	0.331
synchronize	সময়ের সামঁজস্যবিধান করা	joy	0.329
tribulation	হতাশা উদ্রেককারী ঘটনায় ধীর	joy	0.328
healing	আরোগ্য	joy	0.328
saint	সাধু	joy	0.328
chirping	কূজন	joy	0.328
hobby	শখ	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	সংকীর্তন	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	স্তব	joy	0.328
pedicure	পেডিকিউর	joy	0.328
amnesty	রাজক্ষমা	joy	0.328
respite	অবকাশ	joy	0.324
mellow	কোমল করা	joy	0.318
lazyday	অলস দিন	joy	0.318
recreational	বিনোদনমূলক	joy	0.318
restorative	বলকারক	joy	0.318
cousins	চাচাতো ভাই	joy	0.318
classics	ক্লাসিক	joy	0.318
reconciliation	পুনর্মিলন	joy	0.316
dove	ঘুঘু	joy	0.312
living	জীবিত	joy	0.312
presto	প্রবঁচনাময়	joy	0.312
crafts	কারুশিল্প	joy	0.312
recovery	আরোগ্য	joy	0.312
woods	পিপে	joy	0.312
sunset	সূর্যাস্ত	joy	0.312
fitness	জুত	joy	0.312
playhouse	নাট্যশালা	joy	0.312
superman	অতিমানব	joy	0.312
